tip	date	distance	residual
MG642074.1_1980_Human_respiratory_syncytial_virus_A_USA_Rochester_NY	1980.5	0.00852077	-0.0016187195678194037
MG642024.1_1981_Human_respiratory_syncytial_virus_A_USA_Rochester_NY	1981.5	0.008708450000000001	-0.001797873446251241
MG642028.1_1980_Human_respiratory_syncytial_virus_A_USA_Rochester_NY	1980.5	0.00877647	-0.0013630195678194044
KU316135.1_1981_Human_orthopneumovirus_USA_Rochester_NY	1981.5	0.00890466	-0.0016016634462512423
MG642032.1_1980_Human_respiratory_syncytial_virus_A_USA_Rochester_NY	1980.5	0.00877208	-0.0013674095678194043
KP258709.1_1981_Human_orthopneumovirus_USA_New_York	1981.5	0.008772150000000001	-0.0017341734462512411
KU316090.1_1981_Human_orthopneumovirus_USA_Rochester_NY	1981.5	0.009040560000000001	-0.001465763446251241
KJ723488.1_1981_Human_orthopneumovirus_USA_New_York	1981.5	0.0087717	-0.001734623446251242
KU316133.1_1990_Human_orthopneumovirus_USA_Rochester_NY	1990.5	0.01485037	0.0010425416478626586
KP258699.1_1985_Human_orthopneumovirus_USA_New_York	1985.5	0.01252437	5.507110400216272E-4
KP258701.1_1994_Human_orthopneumovirus_USA_New_York	1994.5	0.015579870000000001	3.0470613413552915E-4
KJ723465.1_1992_Human_orthopneumovirus_USA_New_York	1992.5	0.015578630000000001	0.0010371338909990948
KP258728.1_1992_Human_orthopneumovirus_USA_New_York	1992.5	0.01537385	8.323538909990932E-4
KP258710.1_1991_Human_orthopneumovirus_USA_New_York	1991.5	0.01436478	1.9011776943093223E-4
KP258722.1_1993_Human_orthopneumovirus_USA_New_York	1993.5	0.01563219	7.238600125673671E-4
OK649676.1_1993_Human_respiratory_syncytial_virus_A_USA	1993.5	0.015563740000000001	6.554100125673677E-4
KU316161.1_1993_Human_orthopneumovirus_USA_Rochester_NY	1993.5	0.01596517	0.0010568400125673671
MG642048.1_1990_Human_respiratory_syncytial_virus_A_USA_Rochester_NY	1990.5	0.014355340000000001	5.475116478626599E-4
KU316096.1_1996_Human_orthopneumovirus_USA_Rochester_NY	1996.5	0.017880959999999998	0.0018721283772719609
KF826824.1_28-Oct-1998_Human_orthopneumovirus_USA_SE_Wisconsin	1998.5	0.018321740000000003	0.0015792406204084009
JQ901454.1_04-Jan-2002_Human_orthopneumovirus_Netherlands	2002.5	0.02057831	0.0023684751066812663
OK649677.1_2004_Human_respiratory_syncytial_virus_A_USA	2004.5	0.022291290000000002	0.003347787349817704
MG027862.1_2003_Respiratory_syncytial_virus_type_A_USA	2003.5	0.02286252	0.00428585122824943
KF973320.1_2002_Respiratory_syncytial_virus_type_A_USA_Tennessee	2002.5	0.02024563	0.002035795106681268
KF973319.1_2002_Respiratory_syncytial_virus_type_A_USA_Tennessee	2002.5	0.02024597	0.002036135106681266
JQ901456.1_25-Nov-2003_Human_orthopneumovirus_Netherlands	2003.5	0.020894930000000003	0.002318261228249432
KJ627720.1_2004_Respiratory_syncytial_virus_type_A_USA_Tennessee	2004.5	0.02158361	0.0026401073498177018
KJ627719.1_2004_Respiratory_syncytial_virus_type_A_USA_Tennessee	2004.5	0.021175370000000002	0.0022318673498177045
JQ901449.1_10-Jan-2001_Human_orthopneumovirus_Netherlands	2001.5	0.018956760000000003	0.0011137589851129975
KJ627717.1_2001_Respiratory_syncytial_virus_type_A_USA_Tennessee	2001.5	0.021276859999999998	0.0034338589851129926
KF826827.1_26-May-2004_Human_orthopneumovirus_Argentina	2004.5	0.02176109	0.0028175873498177025
KF530268.1_27-Jan-2007_Human_orthopneumovirus_Mexico	2007.5	0.024929659999999996	0.004885655714522295
KF826850.1_2008_Human_orthopneumovirus_USA_SE_Wisconsin	2008.5	0.02383303	0.0034221918360905733
KF826841.1_02-May-2007_Human_orthopneumovirus_Argentina	2007.5	0.023566609999999998	0.003522605714522297
KU950561.1_05-Jan-2006_Human_orthopneumovirus_USA	2006.5	0.023040790000000002	0.003363619592954139
KF826846.1_15-May-2008_Human_orthopneumovirus_Argentina	2008.5	0.02439006	0.003979221836090573
