tip	date	distance	residual
DRC_07-0104	2006.9506849315069	0.0023250972508906415	2.3777221193646038E-4
MT724771	2014.0	0.002376250014435416	2.41069247268117E-4
Yambuku_DRC_1985	1985.5	0.00222047078028629	2.787681369965456E-4
DRC_06-1076	2006.9123287671232	0.0022796540233922815	1.9258937316526037E-4
DRC_06-1075	2006.9123287671232	0.0022631179995297296	1.7605334930270852E-4
DRC_06-0999	2006.854794520548	0.0022631179995297296	1.7644393239344856E-4
DRC_06-1070	2006.8958904109588	0.002200553356725055	1.1360030166681669E-4
DRC_07-0514	2007.4931506849316	0.002268498756154705	1.774910766306841E-4
DRC_07-0287	2007.213698630137	0.002285317003148789	1.962064414940787E-4
DRC_07-0093	2006.9835616438356	0.0022583033329537593	1.7075510366201243E-4
DRC_07-0046	2006.9506849315069	0.0022583033329537597	1.709782939995786E-4
DRC_07-0045	2006.9506849315069	0.0022583033329537597	1.709782939995786E-4
DRC_07-0092	2006.9835616438356	0.0022583033329537597	1.7075510366201287E-4
DRC_07-0480	2007.3945205479451	0.0022583033329537597	1.6796522444243768E-4
DRC_07-0286	2007.2191780821918	0.0022638029833663975	1.746552233220927E-4
KC257460	1985.5	0.002229189793403666	2.874871501139216E-4
Zaire_1979-005	1979.5	0.0024948245948266537	5.938541881427102E-4
Zaire_1978-005	1978.5	0.002242338326218161	3.481566256351839E-4
MN702449	2016.0027322404371	0.0022599969141637614	1.1122018641720414E-4
MN702446	2018.282191780822	0.0022773127060120696	1.1306139737679534E-4
MN702445	2017.0986301369862	0.0022865609274897317	1.3034447100683608E-4
MN702444	2017.0986301369862	0.0022865609274897317	1.3034447100683608E-4
MT724772	2014.0	0.0022868954555171233	1.5171468834982446E-4
MT724770	2014.0	0.00227045548566372	1.352747184964211E-4
KJ642613	1970.5	0.0021994514270145104	3.5957937523926724E-4
Congo_2003_358	2003.5	0.002246483835182418	1.8258448207527115E-4
MN702451	2017.282191780822	0.0022860448168153516	1.285822142810455E-4
Boende_DRC_2008	2008.5	0.0022568485947799554	1.5900571116797416E-4
DRC_07-0662	2007.6739726027397	0.002251106860718258	1.5887163433762376E-4
DRC_07-0354	2007.2986301369863	0.002251106860718258	1.6141972402483606E-4
DRC_06-0950	2006.7698630136986	0.0022775355982280663	1.9143810613049842E-4
